review_id,product_id,marketplace,product_title,product_url,product_image_url,product_image_path,rating,review_text,review_image_urls,review_image_paths,verified_purchase,annotator_id,final_label
RV11,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,"28 Hours backup, বক্সটিতে লেখা থাকলেও ব্যাটারি ব্যাকআপ ২০-২২ hours দেয়। ",https://lzd-u.slatic.net/1fdfd84515b744edb3c4d986577d9616_9370fae609854bb8964835b3b11d2686.jpg,output\images\reviews\RV11\img_01.jpg,True,,
RV12,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,product sounds quality Bhalo chilo charge Bhalo thake ei dam hisebe  ,https://lzd-u.slatic.net/ece46977855f47de97111181b590824a_3d1d9559378e44268bed99685d6f145d.jpg | https://lzd-u.slatic.net/d7da63c63d954ea3a2084b255670da2d_bd7d1637e039401ebfb12415d29c7ca2.jpg | https://lzd-u.slatic.net/ece46977855f47de97111181b590824a_7d3cc2c823664c4fba8072ee846be589.jpg | https://lzd-u.slatic.net/ece46977855f47de97111181b590824a_b4c1747438ba4cedbe335d68dde925a8.jpg | https://lzd-u.slatic.net/ece46977855f47de97111181b590824a_f30372c058d2438799bf3d8fecb61858.jpg,output\images\reviews\RV12\img_01.jpg | output\images\reviews\RV12\img_02.jpg | output\images\reviews\RV12\img_03.jpg | output\images\reviews\RV12\img_04.jpg | output\images\reviews\RV12\img_05.jpg,True,,
RV13,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,আজকে পেলাম প্রায় ৪ দিন পর। প্রোডাক্ট ভালো ছিল ১০০% recommended ,https://lzd-u.slatic.net/a4d20698b60b4ec8adedd9167d7c68e0_fa5e476f9ea444dbb3a05f3d870dc967.jpg,output\images\reviews\RV13\img_01.jpg,True,,
RV14,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,Wow. Very nice. I love it. I am impressed by the quality. ,https://lzd-u.slatic.net/629e62dda8de4aac95a5100614f4e67b_12_1781644429.157698.jpg,output\images\reviews\RV14\img_01.jpg,True,,
RV15,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,4,headphon ta vas valo quality a onik valo overall 8/10 ,https://lzd-u.slatic.net/d3d06c4a84fd48d9a4cf3be4fde8dd5e_beeec804f97b46608a13315ce5659644.jpg,output\images\reviews\RV15\img_01.jpg,True,,
RV16,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,জিনিসটা খুব ভালো এবং চার্জ ও অনেক বেকআপ দেয় ,https://lzd-u.slatic.net/804b581a646d40aa865e12be04131aea_30bc008528c54cefb5027dc986555f86.jpg | https://lzd-u.slatic.net/804b581a646d40aa865e12be04131aea_7b515e259de849558f433809efccadda.jpg,output\images\reviews\RV16\img_01.jpg | output\images\reviews\RV16\img_02.jpg,True,,
RV17,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,specially charge backup ta onek balo chilo ,https://lzd-u.slatic.net/a707495c157a4940bb2409a3b92a3853_9ab9e607b1264d2dae5a909ac04e5741.jpg,output\images\reviews\RV17\img_01.jpg,True,,
RV18,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5, কেউ কিন্তে চাইলে কিন্তে পারে খুবই ভালো। ,https://lzd-u.slatic.net/acc31ed68c6a41f28be4f09afcff599a_871c217471f246c8b7e294b62a6bd9e1.jpg | https://lzd-u.slatic.net/acc31ed68c6a41f28be4f09afcff599a_d987de1bd3744776b35c32a67a5380c0.jpg,output\images\reviews\RV18\img_01.jpg | output\images\reviews\RV18\img_02.jpg,True,,
RV19,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,Best quality at this price 🩵🩵 ,https://lzd-u.slatic.net/4c642bb6df1541e995caa4cc1030e837_66783d79fad44612b0b03f138abec8d5.jpg,output\images\reviews\RV19\img_01.jpg,True,,
RV20,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,"good price helpful product 
 ",https://lzd-u.slatic.net/52cff554325041878df24cbca74082bc_9cf16f8beef145a09ec6433da513bb1d.jpg,output\images\reviews\RV20\img_01.jpg,True,,
RV21,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,Good product tnq ,https://lzd-u.slatic.net/2c4617f4d71a43f6aa5d2f680ebf893e_1_1771228697.069706.jpg | https://lzd-u.slatic.net/2c4617f4d71a43f6aa5d2f680ebf893e_2_1771228697.502884.jpg,output\images\reviews\RV21\img_01.jpg | output\images\reviews\RV21\img_02.jpg,True,,
RV22,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,good product  ,https://lzd-u.slatic.net/50a41c498bf04ce4a2b599110776033c_2f23c5e2e90643b4be4176e2995cdf5d.jpg,output\images\reviews\RV22\img_01.jpg,True,,
RV23,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,good  ,https://lzd-u.slatic.net/04a4c0d111f94b0e8d4b867c1184bf73_479d549acfdb484c83f49da75525ceb5.jpg,output\images\reviews\RV23\img_01.jpg,True,,
RV24,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,quality valo ... original jinis a paaci....Delivery tara tari paaci....sound quality valo but full sound a bahire sound jay  ,,,True,,
RV25,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,প্রায় ১৫ দিন ব্যবহার করেছি। আমার ওরাইমোর আরেকটা ইয়ারবাডস আছে। সার্ভিসের দিকে তেমন কোনো পার্থক্য নেই। এই ইয়ারবাডসটি এই প্রাইজে বেস্ট ডিল। তবে কেউ যদি ২-৩-৪ হাজারের ইয়ারবাডের সাথে তুলনা দিতে চান তাহলে ভুল। তবে এই বাজেটে বেস্ট ডিল। চোখ অফ করে নিতে পারেন। উপরের মেট ফিনিশের  লুকটা প্রিমিয়াম বুঝা যায়। সাউন্ড কোয়ালিটি ভালো।  ,,,True,,
RV26,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,Alhamdulillah onek vlo at this price range aage o akta cilo abar order korlam aita amar ammur jonno Ami Qcy Melobuds Pro use kori 🖤🔥 ,,,True,,
RV27,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,খুবই ভালো একটি প্রোডাক্ট আমি দুই মাস ব্যবহার করে রিভিউ দিচ্ছি এক চার্জে আমার ১০ থেকে ১৫ দিন  দিন যায়।  ,,,True,,
RV28,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,ki bolbo Shudu bolbo mathai nosto ai tk moddhe ato valo jinis ,,,True,,
RV29,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,One of the best earbuds I tried. Definitely recommended 👍🏻 ,,,True,,
RV30,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,it's pretty good!! been using it for a day nd it's not bad ,,,True,,
RV31,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,"one of the best in this pricerange
100% recommended  ",,,True,,
RV32,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,"good sound quality, good enough charge backup ",,,True,,
RV33,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,khub Valo product sound quality onak Valo .. ,,,True,,
RV34,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,খুব ভালো এইটা ভালো দেখে আমি আর একটা নিতাছি ,,,True,,
RV35,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,1,"প্রোডাক্টি হাতে পেয়েই দেখি এক কান নষ্ট। 
 ",https://lzd-u.slatic.net/38c05f3b5692460baf8223f081a1fe44_311291ca4b414389ba9f2e1af7fb5a6e.jpg | https://lzd-u.slatic.net/38c05f3b5692460baf8223f081a1fe44_7719f614e5d04537a11ba5353b599cf6.jpg | https://lzd-u.slatic.net/38c05f3b5692460baf8223f081a1fe44_b45b22d668664672b4040ba39c79c0d9.jpg | https://lzd-u.slatic.net/38c05f3b5692460baf8223f081a1fe44_54edcc4ebc0d40de88b87156b2d8a605.jpg | https://lzd-u.slatic.net/38c05f3b5692460baf8223f081a1fe44_ab74de2977dc4729bdd8de80cd2d8b5d.jpg,output\images\reviews\RV35\img_01.jpg | output\images\reviews\RV35\img_02.jpg | output\images\reviews\RV35\img_03.jpg | output\images\reviews\RV35\img_04.jpg | output\images\reviews\RV35\img_05.jpg,True,,
RV36,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,এটা নিয়ে আমি দুইটা ব্যবেহার করতাছি ,,,True,,
RV37,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,আছে মোটামুটি দাম হিসেবে খারাপ না ,,,True,,
RV38,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,product quality 100000% good 😊 ,,,True,,
RV39,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,it is premium and authentic  ,,,True,,
RV40,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,sound quality is good ,,,True,,
RV41,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,very nice headphone ,,,True,,
RV42,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,আলহামদুলিল্লাহ  ,,,True,,
RV43,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,good product 👍 ,,,True,,
RV44,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,4,same to same  ,,,True,,
RV45,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,great quality ,,,True,,
RV46,PD01,Daraz,Hoco EQ24 Estrella Wireless BT Earbuds - Time Square,https://www.daraz.com.bd/products/hoco-eq24-estrella-wireless-bt-earbuds-time-square-i537147546-s2616333074.html,https://static-01.daraz.com.bd/p/f64ae08055ba4d65e3dc95f453e2d6a6.png,output\images\products\PD01.png,5,good quality ,,,True,,
